Gridcode,LON,LAT,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren,sand,BD,PH,OC
100570011,75.57974989,39.99170719,862.69,14.82,-6.16,68.3,75.33,8.93,0,0.0325,0,0,0.9675,2.501,1186.165,8.015,29.199
100570012,75.80391277,40.05171285,890.89,15.92,-5.79,67.74,71.49,8.32,0,0.0325,0,0,0.9675,2.414,1228.098,8.052,27.186
100570013,76.02845042,40.11132722,923.77,17.35,-5.25,67.02,66.84,7.94,0,0.0325,0,0,0.9675,2.401,1284.396,8.083,22.188
100570014,76.25334489,40.17057596,922.51,16.88,-5.65,69.34,67.6,7.34,0,0.0125,0,0,0.9875,2.288,1229.407,8.054,25.435
100570015,76.47860025,40.22944932,919.02,16.37,-6.02,73.35,69.77,6.26,0,0.0675,0,0,0.9325,2.2,1188.085,8.01,28.682
100570016,76.70421504,40.28794639,941.46,17.27,-5.71,72.73,66.62,6.05,0,0.0275,0,0,0.9725,2.275,1217.491,8.019,26.762
100570017,76.9301878,40.34606628,962,17.96,-5.58,73.27,64.27,5.95,0,0.03,0,0,0.97,2.427,1269.036,8.101,22.321
100570018,77.15651702,40.40380809,949,17.03,-6.16,76.53,67.02,5.64,0,0.07,0,0,0.93,2.462,1225.535,8.081,23.704
100570019,77.38320136,40.46117302,977.59,17.94,-6,76.53,62.73,5.08,0,0.1275,0,0,0.8725,2.517,1243.029,8.134,23.73
100570020,77.61022696,40.51817897,935.24,15.8,-7.08,82.36,66.89,4.06,0,0.23,0,0,0.77,2.508,1214.672,8.181,22.057
100570021,77.83762826,40.57475604,871.75,12.74,-8.5,84.83,73.7,4.57,0,0.235,0,0,0.765,2.394,1105.822,8.092,28.215
100570022,78.06536802,40.63097654,868.26,12.55,-8.6,87.14,76.25,3.9,0,0.18,0,0,0.82,2.439,1021.146,7.92,37.505
100570023,78.29345649,40.68681447,863.34,12.81,-8.3,87.5,74.57,3.59,0,0.155,0,0,0.845,2.367,1005.017,7.865,38.343
100570024,78.52189334,40.7422834,838.7,11.18,-9.19,89.9,80.36,3.54,0,0.2175,0,0,0.7825,2.187,919.301,7.632,51.971
100570025,78.75068649,40.79734242,866.84,12.7,-8.54,89.82,76.65,3.27,0,0.08,0,0,0.92,2.139,990.226,7.731,43.166
100570026,78.97980316,40.85203116,924.14,14.92,-7.79,88.57,72.11,3.35,0,0.0225,0,0,0.9775,2.169,1093.981,7.855,37.294
100570027,79.20926382,40.90633613,873.13,13.08,-8.36,91.72,77.52,3.37,0,0.0875,0.0325,0,0.88,2.021,946.484,7.689,49.657
100570028,79.43907225,40.96023449,1007.19,17.76,-6.97,84.88,67.13,4.95,0,0.1225,0.135,0.02,0.7225,2.194,1171.695,7.886,29.971
100570029,79.66921839,41.01375834,1113.51,21.6,-5.65,78.42,51.91,5.59,0,0.2775,0.0775,0.125,0.52,2.551,1338.768,8.014,13.755
100570030,79.89969955,41.06691746,1159.03,23.06,-5.32,76.35,44.74,4.94,0,0.3475,0.2,0,0.4525,2.472,1318.042,8.03,14.175
100570031,80.13053764,41.11964327,1177.07,23.7,-5.08,75.5,39.64,4.24,0,0.2,0.1225,0,0.6775,2.28,1242.835,8.112,16.67
100570032,80.36167348,41.17200759,1177.12,23.48,-5.16,73.09,41.06,4.87,0,0.0075,0,0,0.9925,2.36,1260.052,8.193,14.258
100570033,80.59315547,41.22395709,1180.17,23.47,-5.26,70.31,44.13,5.79,0,0,0,0,1,2.155,1279.889,8.25,13.77
100570034,80.82496897,41.27552822,1198.75,23.93,-5.36,71.38,47.11,6.04,0,0,0,0,1,2.589,1327.098,8.214,11.245
100570035,81.05711054,41.32670618,1221.46,24.6,-5.33,74.05,50.23,6,0,0,0,0,1,2.496,1350.64,8.126,9.625
100570036,81.28958124,41.37750513,1233.13,25.06,-5.24,74.73,53.62,6.26,0,0.005,0,0,0.995,2.364,1347.991,8.127,10.311
100570037,81.52238029,41.4278916,1207.38,24.35,-5.29,78.76,61.05,6.05,0,0.04,0.01,0,0.95,2.522,1314.862,8.073,11.851
100570038,81.75548324,41.47788862,1203.79,24.13,-5.42,80.97,66.47,6.46,0.005,0.1425,0.1525,0,0.7,2.436,1301.343,8.077,13.552
100570039,81.98892521,41.52746976,1213.14,24.34,-5.44,81.16,70.87,7.57,0.02,0.1075,0.19,0,0.66,2.255,1301.343,8.031,12.42
100570040,82.22267831,41.576669,1203.54,24.29,-5.27,83.45,75.9,7.38,0.0075,0.14,0.1575,0.1225,0.5725,2.298,1283.947,8.088,13.619
100570041,82.45674574,41.62548039,1188.31,23.87,-5.22,84.52,81.5,7.74,0.0125,0.1175,0.1075,0.0775,0.685,2.136,1185.22,8.18,19.687
100570042,82.69112384,41.67389483,1188.34,24.01,-5.08,89.47,86.98,6.64,0,0.0175,0,0.015,0.9675,2.178,1199.247,8.154,19.684
100570043,82.92582781,41.7218717,1191.33,24.32,-4.87,91.04,91.5,6.95,0,0.0025,0,0,0.9975,2.153,1249.493,8.194,17.218
100570044,83.16083654,41.76947224,1191.84,24.32,-4.92,92.99,90.55,6.38,0,0.0425,0,0,0.9575,2.301,1267.553,8.146,16.108
100570045,83.396154,41.81667101,1217,24.82,-5.13,94.35,87.11,6.07,0.0075,0.0875,0.0175,0,0.8875,2.372,1304.751,8.067,12.058
100570046,83.63177814,41.86346718,1207.85,24.54,-5.19,94.98,86.09,6,0,0.05,0.0075,0,0.9425,2.418,1302.731,8.038,12.391
100570047,83.86771195,41.9098758,1199.18,24.1,-5.37,94.79,82.91,5.37,0.02,0.1425,0.0725,0,0.765,2.395,1295.858,7.999,16.045
100570048,84.10394843,41.95585025,1190.16,23.92,-5.29,94.16,79.62,4.74,0.0025,0.075,0.0075,0,0.915,2.265,1268.704,7.976,19.859
100570049,84.34046998,42.00143169,1201.09,24.39,-5.1,93.22,76.72,4.78,0,0.105,0.0025,0,0.8925,2.314,1288.138,7.967,18.833
100570050,84.57730008,42.04660908,1166.37,23.47,-5.13,94.48,78.41,4.3,0.0025,0.2825,0,0.0025,0.7125,2.307,1272.136,7.969,18.416
100570051,84.81442637,42.09137972,1135.75,22.4,-5.46,97.82,83.53,3.33,0.0025,0.5525,0,0,0.445,2.304,1262.901,7.963,20.608
100570052,85.0518467,42.13574277,973.25,16.45,-7.52,103.22,113.74,3.03,0,0.135,0,0,0.865,2.423,1093.075,7.812,45.138
100570053,85.28955638,42.17972487,873.05,9.89,-11.29,104.43,150.3,3.61,0,0.1275,0.085,0,0.7875,2.153,919.769,7.521,85.477
100570054,85.52756328,42.22325789,915.48,11.68,-10.62,106.75,138.54,2.69,0.0125,0.15,0.16,0.0025,0.675,2.246,999.742,7.819,64.643
100570055,85.76585011,42.26637826,1151.42,21.7,-6.43,100.08,80.72,2.92,0.005,0.0775,0.06,0.0025,0.855,2.901,1358.947,8.232,17.674
100570056,86.00442469,42.30910285,1209.1,23.04,-6.37,91.77,64.18,3.79,0,0.14,0,0,0.86,2.623,1344.215,8.322,16.152
100570057,86.24328226,42.3514158,1183.75,22.99,-5.8,93.86,65.26,3.26,0,0.3675,0.005,0,0.6275,2.943,1292.514,8.287,14.766
100570058,86.48242091,42.39332036,1149.59,21.58,-6.47,98.29,82.2,2.73,0,0.6175,0.0075,0,0.375,2.836,1293.861,8.235,15.22
100570059,86.7218482,42.43480611,1030.32,16.78,-8.41,99.56,111.43,3.08,0,0.4775,0,0,0.5225,2.6,1183.782,8.064,30.395
100570060,86.96153719,42.4758885,981.93,13.79,-10.29,99.14,123.14,3.59,0,0.4375,0.0225,0,0.54,2.736,1114.764,7.925,39.8
100570061,87.20149681,42.5165355,879.4,8.89,-12.53,98.12,149.52,4.99,0,0.31,0.0075,0,0.6825,2.658,949.848,7.612,57.017
100570062,87.44173496,42.55677848,927.01,11.85,-10.79,96.04,130.31,4.15,0,0,0,0,1,2.688,1015.675,7.627,50.127
100570063,87.68224222,42.59660512,930.89,11.79,-10.91,93.29,127.31,5.12,0,0.0325,0.0425,0,0.925,2.417,979.683,7.453,67.446
100570064,87.92301459,42.63602833,1106.09,18.34,-8.71,84.05,88.87,5.37,0,0.1825,0.14,0,0.6775,2.562,1139.533,7.81,47.402
100570065,88.164057,42.67501221,1357.03,27.31,-5.89,64.38,39.23,5.02,0,0.1225,0.035,0,0.8425,2.448,1295.376,8.064,20.386
100570066,88.40535488,42.71357941,1434.6,29.75,-5.29,51.15,22.61,4.89,0,0.0975,0.1,0,0.8025,2.56,1327.077,8.123,16.972
100570067,88.64691469,42.75173311,1452.33,30.56,-4.96,46.95,15.84,3.97,0,0.095,0.045,0,0.86,2.738,1289.046,8.113,18.213
100570068,88.88872604,42.78948814,1485.99,31.36,-4.99,42.7,11.32,2.98,0.0025,0.0875,0.07,0,0.84,2.588,1324.738,8.179,12.542
100570069,89.13080304,42.82677941,1512.17,31.41,-5.51,43.69,9.51,2.24,0,0.04,0.0075,0.0125,0.94,2.612,1287.904,8.155,16.364
100570070,89.37312663,42.86367054,1490.88,31.11,-5.33,43.99,9.46,2.07,0,0.0425,0.005,0.0225,0.93,2.438,1276.336,8.11,15.042
100570071,89.6157025,42.90015436,1439.98,29.81,-5.46,46.62,14.96,3.54,0,0.03,0.0025,0.0775,0.89,2.82,1306.684,8.091,16.303
100570072,89.8585216,42.93619747,1421.2,28.87,-5.98,57.84,19.95,3.24,0,0.02,0.0025,0.315,0.6625,2.601,1341.433,8.042,14.023
100570073,90.10158507,42.97180712,1408.48,27.95,-6.58,67.78,24.19,2.97,0,0,0,0.015,0.985,2.749,1310.467,8.062,12.527
100570074,90.34489201,43.00700465,1409.11,27.71,-6.84,69.66,24.4,2.95,0,0,0,0,1,2.945,1298.838,8.067,10.767
100570075,90.5884384,43.041777,1407.67,27.78,-6.71,70.76,23.27,2.42,0,0,0,0,1,2.925,1309.271,8.052,12.079
100570076,90.83222167,43.07612347,1398.05,27.52,-6.67,77.12,23.02,2,0,0,0,0,1,2.686,1310.124,8.004,12.468
100570077,91.07623923,43.11004336,1364.94,26.83,-6.62,84.14,25.03,1.84,0,0,0,0,1,2.499,1326.455,7.958,13.187
100570078,91.3204788,43.14356203,1332.59,26.06,-6.67,89.14,27.4,1.51,0,0,0,0,1,2.335,1297.983,8.02,16.368
100570079,91.56496672,43.1766007,1304.47,25.07,-7.02,89.56,29.36,1.8,0,0,0,0,1,2.591,1323.866,8.078,14.854
100570080,91.80967138,43.20923678,1319.64,25.34,-7.11,88.38,28.8,1.65,0,0.005,0,0,0.995,2.388,1325.739,8.06,14.642
100570081,92.05459976,43.24144358,1283.35,24.18,-7.42,86.35,39.74,2.64,0,0.0025,0,0,0.9975,2.577,1320.764,8.01,15.139
100570082,92.2997492,43.27322044,1243.7,22.51,-8.13,85.09,56.27,4.14,0,0.31,0,0.0025,0.6875,2.623,1249.827,7.945,18.806
100570083,92.54511699,43.3045667,1214.56,20.69,-9.22,82.26,72.33,5.88,0.02,0.47,0.0025,0.0125,0.4925,2.517,1219.883,7.937,23.536
100570084,92.79070042,43.33548172,1164.94,19.1,-9.54,81.81,85.39,6.73,0.05,0.7,0.015,0,0.235,2.452,1190.877,7.922,29.508
100570085,93.03649681,43.36597808,1039.42,12.76,-12.69,83.05,117.26,8.71,0,0.905,0,0,0.095,2.109,1043.059,7.608,68.364
100570086,93.28250912,43.39601556,961.21,6.73,-16.5,83.68,143.4,9.6,0,0.59,0,0,0.41,2.157,903.314,6.972,128.215
100570087,93.52872182,43.42564559,1105.75,11.04,-15.81,79.75,111.23,8.01,0,0.11,0,0,0.885,2.122,1042.085,7.43,87.582
100570088,93.77513165,43.45482694,1154.05,14.08,-14.23,78.14,92.1,7.62,0,0.0175,0,0,0.9825,2.108,1160.006,7.869,57.672
100570089,94.02175639,43.48356599,1058.81,12.53,-13.42,86.28,95.46,6.43,0,0,0,0,1,2.278,1149.88,7.923,46.94
100570090,94.26857595,43.51188035,1085.13,14.69,-11.92,95.43,87.8,3.7,0,0,0,0,1,2.33,1189.942,7.764,44.665
100570091,94.51559177,43.53975914,1236.39,19.95,-10.39,93.16,57.47,2.99,0,0.005,0,0,0.995,2.473,1199.371,7.871,34.596
100570092,94.76280102,43.56720176,1390.94,24.17,-10.02,89.78,33.58,2.25,0,0,0,0,1,2.458,1268.164,7.956,17.615
100570093,95.01020087,43.59420764,1414.8,25.29,-9.46,97.15,26.17,0.16,0,0.545,0,0,0.455,2.376,1286.251,8.075,12.955
100570094,95.25778844,43.6207762,1444.46,26.19,-9.26,94.95,21.57,0.38,0,0.3425,0,0,0.6575,2.466,1297.331,8.129,10.422
100570095,95.50556088,43.64690687,1417.98,26.12,-8.7,99.95,21.35,0.14,0,0.645,0,0,0.34,2.442,1250.165,8.139,13.771
100570159,111.6078254,44.38928977,1464.48,19.83,-16.22,112.44,110.4,3.7,0,0.9925,0,0,0.0075,2.782,1300.029,8.177,39.272
100570160,111.860971,44.38617278,1487.59,20.35,-16.29,115.53,112.27,3.58,0,0.97,0,0,0.03,2.688,1316.85,8.24,26.756
100570161,112.1140923,44.38260096,1503.29,20.17,-16.85,114.98,116.45,3.02,0,0.855,0,0,0.145,2.654,1306.756,8.295,24.653
100570162,112.3671862,44.37857438,1479.8,19.37,-17.06,111.72,126.26,3.98,0,0.9875,0,0,0.0125,2.65,1315.235,8.29,31.407
100570163,112.6202493,44.37409315,1446.45,18.85,-16.75,110.56,134.88,5.27,0,0.955,0,0,0.045,2.573,1330.736,8.221,30.212
100570164,112.8732784,44.36915736,1471.75,19.13,-17.08,112.36,137.26,4.62,0,0.9275,0,0,0.0725,2.491,1330.486,8.26,28.764
100570165,113.1262702,44.36376713,1477.87,19.28,-17.09,112.9,142.04,4.44,0,0.995,0,0,0.005,2.59,1332.098,8.249,27.354
100570166,113.3792213,44.35792257,1480.02,19.37,-17.05,113.71,147.44,4.37,0,1,0,0,0,2.587,1321.586,8.239,25.025
100570167,113.6321285,44.35162384,1514.58,19.59,-17.69,115.57,149.37,3.87,0,1,0,0,0,2.536,1318.071,8.256,25.933
100570168,113.8849848,44.34488608,1515.38,19.57,-17.75,118.96,154.11,3.73,0,0.99,0,0,0.01,2.603,1312.809,8.233,29.064
100570169,114.1377983,44.33766439,1552.31,19.82,-18.42,118.36,155.7,4.05,0,0.9975,0,0,0.0025,2.691,1313.648,8.273,23.727
100570170,114.3905543,44.33000401,1558.21,19.74,-18.64,113.83,162,4.79,0,1,0,0,0,2.672,1290.011,8.312,27.344
100570171,114.6432534,44.32189007,1529.02,19.19,-18.52,115.79,163.58,4.67,0,1,0,0,0,2.674,1289.103,8.262,29.537
100570172,114.8958922,44.31332278,1521.09,19.02,-18.51,114.89,165.84,5.17,0,1,0,0,0,2.697,1261.86,8.203,32.904
100570173,115.1484677,44.30430232,1489.4,18.26,-18.47,115.61,170.3,5.25,0,0.8525,0.0025,0,0.14,2.642,1283.115,7.993,35.118
100570174,115.4009768,44.29484257,1430.34,17.73,-17.52,115.2,176.85,5.54,0,1,0,0,0,2.469,1281.492,7.938,40.505
100570175,115.6534146,44.28490542,1395.34,18.54,-15.82,113.83,178.13,6.11,0,1,0,0,0,2.586,1293.906,8.087,35.671
100570176,115.9057809,44.27452406,1442.07,19.82,-15.72,112.9,176.18,6,0,1,0,0,0,2.859,1297.056,8.265,27.399
100570177,116.1580701,44.2636931,1487.41,19.32,-17.36,113.87,183.78,5.96,0,0.9925,0,0,0.0075,2.34,1265.058,8.052,36.288
100570178,116.4102764,44.25241355,1513.68,18.78,-18.52,113.93,191.54,5.98,0,0.99,0.005,0,0.005,2.166,1247.489,7.943,35.088
100570179,116.6624027,44.24068492,1461.4,17.82,-18.17,112.08,202.88,6.76,0.0025,0.8825,0.0775,0,0.0375,2.159,1220.308,7.816,44.079
100570180,116.9144474,44.22848905,1461.21,17.81,-18.2,112.58,209.46,7.26,0.0025,0.8125,0.1575,0,0.0275,2.339,1234.276,7.827,42.78
100570181,117.1663967,44.21586519,1453.58,17.88,-17.96,112.07,217.24,8.22,0.0025,0.6475,0.335,0,0.015,2.37,1231.4,7.842,41.114
100570182,117.4182546,44.20276323,1411.19,17.97,-16.86,110.08,225.11,9.4,0.0425,0.3125,0.61,0,0.035,2.563,1205.544,7.78,43.416
100570183,117.6700219,44.18924068,1393.58,17.88,-16.49,111.09,235.5,9.91,0.03,0.67,0.1775,0,0.1225,2.535,1181.734,7.645,45.85
100570184,117.9216883,44.17524704,1401.13,17.53,-17.03,110.92,249.16,10.27,0.035,0.685,0.165,0,0.115,2.351,1126.876,7.162,58.577
100570185,118.1732487,44.16080309,1350.87,17.46,-15.83,112.67,259.57,10.88,0.0225,0.74,0.2075,0,0.03,2.498,1112.831,6.947,67.319
100570186,118.4247075,44.14591877,1321.81,18.53,-13.96,115.34,260.1,9.66,0,0.735,0.25,0,0.015,2.504,1220.496,7.395,48.948
100570187,118.6760563,44.13056781,1289.66,17.77,-13.96,114.91,277.17,9.34,0,0.4475,0.5225,0,0.03,2.445,1148.614,7.21,56.961
100570188,118.9272957,44.11479353,1269.78,18.86,-12.36,120.29,276.01,6.41,0,0.545,0.3325,0,0.1225,2.38,1207.782,7.277,47.927
100570189,119.1784169,44.09854315,1276.98,19.85,-11.49,123.69,274.35,4.38,0,0.65,0.26,0,0.09,2.443,1271.199,7.478,33.974
100570190,119.4294224,44.08185853,1299,20.58,-11.23,123.61,279.6,4.91,0,0.5425,0.2775,0,0.18,2.545,1315.348,7.796,25.029
100570191,119.6803068,44.06475044,1290.32,20.54,-11.05,124.61,286.13,4.25,0,0.5275,0.1375,0,0.335,2.409,1320.626,7.676,29.508
100570192,119.9310677,44.04714583,1322.1,21.57,-10.78,124.76,283.41,4,0,0.295,0.4875,0,0.2175,2.507,1363.881,8.033,19.96
100570193,120.1817013,44.02911854,1337.56,21.99,-10.74,123.1,287,4.83,0,0.1925,0.65,0,0.1575,2.602,1313.441,8.038,22.09
100570194,120.4322048,44.01064447,1333.45,22.34,-10.34,121.54,284.95,5.77,0,0.2275,0.55,0,0.215,3.085,1276.631,8.099,24.245
100570195,120.6825777,43.99173759,1349.57,22.57,-10.48,120.68,284.84,5.92,0,0.065,0.815,0,0.1125,3.392,1266.682,8.257,29.37
100570196,120.9328075,43.97236102,1360.4,22.73,-10.56,118.55,290.42,6.15,0,0.0675,0.9175,0,0.015,3.297,1260.924,8.342,25.857
100570197,121.1829043,43.95255984,1380.55,22.91,-10.92,120.06,292.35,5.94,0,0.03,0.9375,0,0.0325,3.421,1262.507,8.4,26.599
100570198,121.4328541,43.9322924,1375.2,22.81,-10.96,118.92,294.54,5.66,0,0.01,0.99,0,0,3.172,1257.001,8.479,28.27
100570199,121.6826598,43.91160166,1383.29,22.92,-11.03,118.66,299.35,5.79,0,0.0025,0.9975,0,0,3.638,1275.93,8.459,27.802
100570200,121.9323198,43.89044153,1387.45,22.96,-11.1,115.99,304.54,6.73,0,0.01,0.99,0,0,3.777,1245.312,8.45,30.76
100570201,122.181825,43.86886619,1382.71,22.93,-11.03,116.75,307.22,6.65,0,0.0275,0.9725,0,0,3.689,1283.413,8.41,27.032
100570202,122.4311761,43.84683389,1380.8,22.88,-11.1,118.09,307.49,6.33,0,0.01,0.99,0,0,3.385,1338.984,8.389,20.686
100570203,122.680367,43.82435371,1382.03,22.86,-11.19,117.9,309.24,6.16,0,0.075,0.925,0,0,3.048,1333.777,8.383,25.124
100570204,122.9294008,43.80143548,1389.1,22.89,-11.32,117.49,315.23,6.79,0,0.005,0.995,0,0,3.083,1342.833,8.301,26.211
100570205,123.1782766,43.77806666,1396.56,22.93,-11.45,118.19,321.53,6.87,0,0.0025,0.9975,0,0,3.305,1348.838,8.082,24.937
100570206,123.4269838,43.75428066,1393.94,23,-11.35,118.56,322.86,6.96,0,0,1,0,0,2.616,1377.413,8.033,16.646
100570207,123.6755147,43.73002438,1400.55,22.91,-11.64,116.83,330.59,7.92,0,0,1,0,0,2.51,1369.499,7.939,19.151
100570208,123.9238748,43.70536127,1408.25,22.68,-12.16,116.37,336.49,8.92,0,0,1,0,0,1.83,1348.875,7.787,31.869
100570209,124.1720617,43.68022857,1414.43,22.53,-12.49,113.83,351.72,10.78,0,0,0.965,0.025,0,1.629,1362.986,7.7,37.968
100570210,124.4200733,43.65466351,1423.74,22.39,-12.91,111.57,366.05,11.73,0.0075,0.005,0.9825,0,0,1.43,1351.811,7.62,56.211
100570211,124.6678998,43.62867463,1429.86,22.25,-13.26,109.92,378.68,13.48,0,0,0.9375,0,0.0025,1.238,1331.11,7.389,61.155
100570212,124.9155368,43.60223511,1428.59,22.03,-13.5,108.68,394.22,14.31,0,0.0025,0.995,0,0,1.258,1315.546,6.996,64.306
100570213,125.1629949,43.57536124,1425.03,21.72,-13.69,108.64,412.87,15.81,0.07,0.045,0.885,0,0,1.44,1263.416,6.701,72.811
100570214,125.4102741,43.54806129,1441.43,21.88,-13.92,106.71,416.85,17.56,0.3575,0.1025,0.495,0,0.045,1.341,1224.217,6.571,79.831
100570215,125.6573398,43.52028975,1444.62,21.89,-13.99,105.09,425.08,18.91,0.5075,0.055,0.405,0,0.0325,1.351,1219.059,6.536,74.942
100570216,125.9042143,43.4921235,1435.86,21.58,-14.06,104.37,435.59,19.85,0.6925,0.025,0.2725,0,0.01,1.505,1173.233,6.154,84.098
100570217,126.1508924,43.46348777,1413.25,20.92,-14.13,103.6,447.04,21.16,0.435,0.055,0.39,0,0.085,1.453,1113.813,5.896,102.115
100570218,126.3973801,43.43444998,1390.39,20.33,-14.15,102.28,455.88,22.23,0.2425,0.0925,0.435,0,0.1025,1.492,1092.702,5.87,108.288
100570219,126.6436577,43.40495628,1359.94,19.37,-14.36,101.83,468.16,22.59,0.6125,0.015,0.3325,0,0.0375,1.613,995.183,5.695,131.372
100570220,126.8897209,43.37504319,1391.86,20.4,-14.19,100.62,444.63,22.8,0.9975,0.0025,0,0,0,1.597,1088.544,5.855,104.508
100570221,127.1355803,43.34468657,1407.97,20.59,-14.41,99.73,427,21.78,0.9,0.005,0.0875,0,0.0075,1.566,1119.31,5.867,105.831
100570222,127.3812281,43.3139014,1387.14,20.03,-14.41,99.66,425.43,21.24,0.3225,0.0275,0.63,0,0.02,1.57,1066.111,5.806,118.699
100570223,127.6266663,43.28269637,1317.75,17.92,-14.74,100.62,449.1,19.87,0.53,0.0275,0.4275,0,0.015,1.798,812.209,5.442,176.041
100570224,127.8718785,43.25102181,1299.67,18,-14.29,101.49,435.25,18.35,0.575,0.0625,0.2475,0,0.115,1.906,898.516,5.628,148.804
100570225,128.1168735,43.21894393,1329.82,19.01,-14.07,99.37,405.04,19.42,0.45,0.0975,0.3825,0.005,0.065,1.546,1056.297,5.844,107.757
100570226,128.3616445,43.18644087,1318.4,18.64,-14.14,99.29,400.65,18.24,0.6325,0.0975,0.225,0,0.045,1.74,1021.639,5.812,112.332
100570227,128.6061927,43.15351395,1307.92,18.64,-13.89,97.94,388.26,18.83,0.4825,0.14,0.36,0,0.0175,1.982,1039.664,5.868,104.508
100570228,128.8505102,43.12013605,1304.87,19.14,-13.28,97.06,369.31,18.25,0.3025,0.2225,0.415,0.04,0.02,2.343,1096.736,6.036,91.45
100570229,129.0945975,43.08636257,1280.82,18.77,-13.06,96.89,366.41,17.22,0.4903,0.1591,0.263,0.0552,0.0325,2.334,1054.089,5.987,104.564
100570230,129.3384507,43.05214028,1259.41,18.89,-12.4,96.83,356.94,16.29,0.2222,0.0731,0.6287,0.0585,0.0146,2.375,1081.677,6.068,96.858
100570231,129.5820698,43.0174928,1262.37,19.4,-11.9,96.05,342.05,14.42,0.4143,0.1257,0.44,0,0.02,2.351,1157.73,6.268,85.073
100570232,129.8047501,42.99391691,1258.27,19.67,-11.45,94.78,335.64,13.22,0,0.0276,0,0,0.9724,2.315,1142.92,6.317,84.624
100570234,130.3258962,42.9171727,1225.99,19.41,-10.77,90.45,333.52,12.39,0,0,0,0,0.9975,1.948,1220.44,6.463,79.389
100570235,130.5461189,42.88439705,1192.93,18.69,-10.63,88.78,346.17,14.75,0,0.0025,0,0,0.9975,1.955,1166.106,6.206,101.502
100580002,73.67300594,39.27990664,896.07,3.02,-18.34,33.09,104.94,51.26,0,0.0075,0,0,0.9925,2.246,846.757,7.371,128.435
100580003,73.88384507,39.3329771,908.36,7.79,-14.08,44.14,74.42,23.69,0,0.0375,0,0,0.9625,2.574,931.613,7.691,70.601
100580004,74.10463055,39.39578678,892.91,8.06,-13.39,53.12,76.68,17.55,0,0.0375,0,0,0.9625,2.613,923.358,7.547,78.009
100580005,74.32578614,39.45821094,880.04,10.3,-10.92,63.35,74.19,11.05,0,0.005,0,0,0.995,2.773,996.833,7.682,59.102
100580006,74.54731772,39.52028403,857.37,10.2,-10.46,64.26,76.23,10.57,0,0.045,0,0,0.955,2.593,946.387,7.441,75.42
100580007,74.76921878,39.58198937,861.85,14.28,-6.67,65.3,71.87,9.73,0,0.0525,0,0,0.9475,2.727,1079.721,7.793,48.551
100580008,74.991488,39.64332607,921.08,18.77,-3.83,58.62,65.03,11.54,0,0.0075,0,0,0.9925,3.248,1289.967,8.165,18.244
100580009,75.21412407,39.70429322,922.67,18.47,-4.15,62.64,65.54,9.65,0,0.0025,0,0,0.9975,3.247,1330.464,8.22,12.269
100580010,75.43712566,39.76488994,913.01,17.11,-5.18,66.67,66.06,8.34,0,0.0475,0,0,0.9525,2.725,1297.962,8.138,17.478
100580011,75.66049734,39.82511836,962.36,19.29,-4.34,63.97,59.18,8.08,0,0.0175,0,0,0.9825,2.78,1348.443,8.161,13.491
100580012,75.88422401,39.88497821,1002.01,20.68,-4.05,60.91,53.59,8,0,0.0225,0,0,0.9775,2.712,1369.065,8.157,11.716
100580013,76.10830988,39.94444853,1006.24,20.57,-4.24,61.51,51.79,7.58,0,0.0925,0.005,0,0.9025,2.597,1321.988,8.096,16.604
100580014,76.3327598,40.00355457,990.58,19.33,-4.99,66.97,53.95,6.12,0,0.1275,0,0,0.8725,2.384,1306.453,8.066,17.695
100580015,76.55756826,40.06228571,1022.48,20.73,-4.45,65.29,49.81,6,0,0.175,0,0,0.825,2.462,1323.582,8.078,16.163
100580016,76.78273382,40.12064106,1059.43,21.87,-4.25,62.52,46.9,6.13,0,0.1825,0,0,0.8175,2.546,1372.039,8.102,13.896
100580017,77.00825501,40.17861972,1087.8,22.29,-4.53,61.83,45.6,6.13,0,0.0375,0,0,0.9625,2.666,1378.175,8.092,13.989
100580018,77.23413034,40.23622081,1092,22.3,-4.64,63.21,45.69,6.19,0,0.015,0,0,0.985,2.564,1363.485,8.118,13.431
100580019,77.4603583,40.29344343,1100.71,22.28,-4.83,65.55,45.31,5.43,0,0,0,0,1,2.567,1346.909,8.113,14.921
100580020,77.68692495,40.35031192,1037,19.79,-5.63,75.66,50.76,3.67,0,0.0025,0,0,0.9975,2.578,1318.672,8.158,15.486
100580021,77.91386597,40.40674974,1005.45,17.99,-6.64,81.51,55.38,3.06,0,0.0025,0,0,0.9975,2.613,1335.074,8.152,15.421
100580022,78.14114517,40.46284554,1044.18,19.14,-6.48,80.47,53.49,3.19,0,0.005,0,0,0.995,2.877,1352.852,8.124,15.539
100580023,78.36878213,40.51853627,1053.54,19.47,-6.39,80.36,52.66,3.04,0,0.03,0,0,0.97,2.847,1358.647,8.073,16.407
100580024,78.5967392,40.57386362,1048.09,19.42,-6.3,79.36,52.35,3.45,0,0.0225,0,0,0.9775,2.52,1320.237,8.043,15.991
100580025,78.82504433,40.62878178,1065.25,20.11,-6.04,80.55,51.77,3.14,0,0.0075,0,0,0.9925,2.463,1305.786,8.042,16.028
100580026,79.05369681,40.68333035,1091.95,21.05,-5.73,79.27,49.62,3.57,0,0,0,0,1,2.519,1285.69,7.955,19.337
