Gridcode,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren,sand,BD,PH,OC
100300204,1466.57,22.46,-15.36,111.95,387.9,14,0.7275,0,0.2725,0,0,1.317,1068.573,7.019,59.902
100300205,1477.32,22.88,-15.22,111.5,385.2,14,0.4325,0.06,0.5075,0,0,1.332,1064.387,7.126,47.598
100300206,1485.06,22.83,-15.5,111,389.1,14.15,0.495,0.08,0.3175,0.015,0,1.493,1063.153,6.929,54.477
100300207,1494.67,23.17,-15.4,110.72,386.96,14.24,0,0.2,0.7425,0,0.0025,1.1,1041.553,7.239,54.201
100300208,1501.27,23.23,-15.56,110,390.05,14.5,0,0,0.9475,0.0525,0,1.049,1021.865,7.214,50.521
100300209,1505.11,23.17,-15.7,109.85,394.15,14.85,0,0,0.9975,0.0025,0,1.009,1000.64,7.089,55.573
100300210,1506.54,23.07,-15.85,109.9,398.75,15,0,0,1,0,0,1.006,991.628,7.038,61.642
100300211,1507.13,22.89,-16.04,109.35,404.85,15,0.1775,0,0.815,0.0075,0,1.057,980.371,6.954,68.453
100300212,1506.78,22.7,-16.2,107.92,411.68,15,0.75,0,0.25,0,0,1.202,974.15,6.792,71.966
100300213,1505.16,22.71,-16.17,106.45,415.05,15,0.6375,0.0025,0.36,0,0,1.138,963.295,6.687,79.454
100300214,1503.71,22.57,-16.28,104.6,421.05,15,0.495,0.0025,0.405,0.09,0,1.116,969.467,6.496,91.371
100300215,1503.04,22.42,-16.41,102.85,426.8,15.3,0.815,0,0.18,0.0025,0,1.072,932.569,6.305,89.907
100300216,1501.63,22.18,-16.61,100.64,435.6,18.6,0.9375,0,0.0625,0,0,1.227,891.9,6.102,94.434
100300217,1501.91,21.88,-16.92,99.3,446.2,20,1,0,0,0,0,1.511,809.198,5.833,108.246
100300218,1501.87,21.45,-17.34,98.7,459,19.8,0.995,0,0.005,0,0,1.562,754.813,5.723,136.23
100300219,1502.45,21.5,-17.3,97.15,463.55,23.65,1,0,0,0,0,1.544,780.497,5.737,149.362
100300220,1503.18,21.41,-17.41,96.9,470.9,23.45,1,0,0,0,0,1.653,768.993,5.682,168.072
100300221,1503.08,21.56,-17.26,96.16,472.8,23.88,0.995,0,0.005,0,0,1.744,742.375,5.665,156.97
100300222,1504.44,22.03,-16.84,95.95,468.75,24.1,0.9975,0,0.0025,0,0,1.691,794.164,5.694,147.847
100300223,1504.55,21.83,-17.04,95.3,472.25,24.9,0.9775,0.0025,0.0125,0.0075,0,1.617,806.887,5.636,144.02
100300224,1505.85,21.41,-17.51,93.95,474.15,27.15,0.99,0,0,0.01,0,1.695,710.056,5.513,160.075
100300225,1507.52,21.32,-17.63,92.48,467.04,28,1,0,0,0,0,1.758,752.547,5.541,150.317
100300226,1506.99,20.69,-18.27,91.2,468.6,27.65,1,0,0,0,0,1.813,736.928,5.365,165.707
100300227,1502.65,21.98,-16.85,90.3,436.55,25.7,0.995,0,0,0.005,0,1.593,879.178,5.671,147.815
100300228,1495.95,22.58,-16.07,89,417.65,25.1,0.99,0,0.01,0,0,1.455,927.831,5.727,130.606
100300229,1487.26,22.54,-15.88,87.7,414.4,25.15,0.995,0,0.005,0,0,1.435,925.344,5.654,130.476
100300230,1475.1,22.88,-15.23,85.92,406.6,25.36,0.985,0,0.015,0,0,1.324,944.954,5.776,120.745
100300232,1464.85,23.9,-13.95,84,375.55,24.36,0.025974,0.073593,0.878788,0.004329,0,1.233,934.978,6.055,93.824
100300233,1471.74,23.89,-14.11,83.86,367.21,24,0.540816,0,0.421769,0.013605,0,1.23,925.681,6.124,92.673
100300234,1477.57,23.9,-14.27,83,358.7,23.85,0.171687,0.009036,0.771084,0.01506,0.003012,1.157,931.081,6.178,100.073
100300235,1482.67,23.88,-14.4,82.15,354.7,23.85,0.195,0,0.8,0.0025,0,0.996,894.505,6.272,105.28
100300236,1484.24,23.89,-14.44,81.5,354.05,24.6,0.685,0,0.3125,0,0,0.978,899.291,6.233,102.061
100300237,1485.39,23.88,-14.49,80.65,354.55,25.25,0.1875,0,0.8075,0.005,0,0.973,905.317,6.273,100.798
100300238,1485.88,23.83,-14.53,78.8,355.9,27.45,0,0.0025,0.9975,0,0,0.987,849.919,6.23,120.002
100300239,1484.67,23.79,-14.56,77.08,357.36,29.16,0.1225,0,0.875,0.0025,0,0.989,844.879,6.313,150.471
100300240,1480.57,23.71,-14.53,75.2,357.7,30.75,0.61,0,0.39,0,0,1.03,804.892,6.211,152.838
100300241,1473.97,23.63,-14.44,73.2,358.4,33.1,0.71,0,0.2875,0.0025,0,1.076,838.2,6.178,143.543
100300242,1464.64,23.47,-14.37,71,359.9,36.05,0.915,0,0.0825,0.0025,0,1.138,880.87,5.944,129.516
100300243,1450.62,23.28,-14.15,69.05,360.95,38.71,0.95,0,0.044118,0,0,1.136,891.377,5.933,122.191
100310050,1231.84,25.89,-5.92,32.78,98.44,53.83,0,1,0,0,0,1.194,1108.168,8.025,22.658
100310051,1235.51,25.76,-6.14,33.81,103.56,50.25,0,1,0,0,0,1.254,1133.901,8.033,28.17
100310052,1258.33,25.3,-7.17,36.63,112.13,45.56,0,0.9475,0,0.0525,0,1.255,1040.199,7.925,36.259
100310053,1282.69,24.92,-8.19,40.69,119.31,41.13,0,0.9725,0,0.0275,0,1.41,1114.833,7.947,35.748
100310054,1306.29,24.8,-8.91,44,123,38,0,0.91,0.005,0.085,0,1.429,1093.261,7.968,39.364
100310055,1319.98,24.44,-9.61,47.95,127.55,34.2,0,0.97,0,0.03,0,1.454,1144.253,7.814,39.864
100310056,1265.94,21.72,-10.93,56.13,150.56,31.81,0,0.975,0,0.025,0,1.586,1045.528,7.228,72.42
100310057,1165.69,17.38,-12.65,64.13,185.06,31.38,0,1,0,0,0,1.85,923.43,6.572,132.237
100310058,1144.49,17.19,-12.29,65.81,178.31,29.06,0,0.99,0.01,0,0,1.799,963.939,6.91,103.807
100310059,1114.86,16.48,-12.23,67.75,175.75,27.15,0,0.9975,0.0025,0,0,1.952,976.981,7.077,95.539
100310060,1060.09,12.88,-14.37,69.87,208.07,29.47,0,1,0,0,0,2.051,1024.703,7.284,81.513
100310061,1037.84,11.32,-15.31,70.5,219.13,30.44,0,1,0,0,0,2.11,920.669,6.877,131.857
100310062,1061.29,14.46,-12.83,68.69,175.19,26.19,0.02,0.98,0,0,0,2.003,890.508,6.659,125.206
100310063,1095.33,17.51,-10.7,65.75,134.44,21.31,0,1,0,0,0,1.957,1001.641,6.887,86.455
100310064,1163.81,20.73,-9.29,57.15,98,18.95,0,1,0,0,0,1.879,1155.324,7.492,55.565
100310065,1247.36,23.43,-8.73,47.06,74.44,17.13,0,1,0,0,0,1.878,1172.223,7.863,41.552
100310066,1305.13,25.19,-8.46,41.63,61.75,16.31,0,0.955,0,0,0.0175,1.984,1182.848,8.147,40.747
100310067,1322.08,25.45,-8.66,40.38,59.06,16.63,0,0.1875,0,0,0.0025,1.861,1112.998,8.049,33.568
100310068,1337.59,25.53,-8.94,38.8,58.65,17.9,0,0.29,0,0,0,1.947,1068.616,7.896,57.11
100310069,1349.03,25.43,-9.31,35.06,60.25,22,0,0.9425,0,0.0425,0,2.383,1019.017,8.214,38.64
100310070,1355.9,25.19,-9.74,32.38,62.88,25.75,0,0.975,0,0.025,0,2.345,1036.616,8.215,44.45
100310071,1355.08,24.58,-10.3,31.63,66.19,28,0,1,0,0,0,2.279,1098.435,8.172,53.717
100310072,1340.72,23.56,-10.99,33.38,69.56,27.13,0,1,0,0,0,2.023,1100.513,8.049,56.447
100310073,1318.86,22.32,-11.73,38.6,71.65,23.6,0,1,0,0,0,1.981,1022.275,7.805,81.231
100310074,1269.32,20.28,-12.56,49.94,76.88,17.75,0.015,0.985,0,0,0,2.065,919.089,7.158,110.092
100310075,1219.34,18.43,-13.17,62.69,81.38,12.31,0.055,0.9425,0,0,0,2.124,829.074,6.446,155.896
100310076,1154.6,15.53,-14.38,75.25,95.88,9.38,0.03,0.97,0,0,0,2.078,783.262,6.006,176.822
100310077,1168.94,16,-14.34,77.1,93,8.65,0.065,0.93,0,0,0,2.095,789.186,6.176,172.476
100310078,1127.22,13.73,-15.52,82.86,112.29,8.43,0,1,0,0,0,2.366,827.396,6.226,171.087
100310176,1460.35,22.15,-15.27,115.1,199.45,7.7,0,1,0,0,0,2.038,1181.059,7.838,46.427
100310177,1481.83,22.32,-15.61,119.69,215.19,5.75,0,1,0,0,0,2.24,1166.972,8.027,38.637
100310178,1504.89,22.73,-15.84,122.94,223.63,4.31,0,0.9925,0,0,0,2.24,1166.519,8.073,33.284
100310179,1528.76,22.91,-16.27,123.19,227.88,4.81,0,0.3025,0,0,0,2.134,1165.88,7.889,41.724
100310180,1550.6,22.87,-16.85,120.7,232.1,5.95,0,0.0775,0,0,0,2.202,1078.993,7.968,105.261
100310181,1564.67,22.75,-17.31,117.94,235.25,8.88,0,0.91,0,0.005,0,1.955,1094.356,7.868,87.776
100310182,1570.76,22.71,-17.52,116.38,236.69,9,0,0.98,0,0.02,0,2.207,1169.411,7.952,67.598
100310183,1572.41,22.54,-17.79,115.38,240.38,9.19,0,1,0,0,0,2.272,1112.747,7.977,54.86
100310184,1568.49,21.99,-18.23,112.63,248.38,10.38,0,0.9925,0,0.0075,0,1.874,1056.696,7.754,57.413
100310185,1562.7,21.74,-18.32,110.75,254.65,11.8,0,1,0,0,0,1.882,1035.277,7.516,71.153
100310186,1558.1,21.86,-18.12,109.56,257.88,12,0,1,0,0,0,1.745,971.434,7.432,90.128
100310187,1550.13,21.71,-18.06,106.94,264.5,12.25,0,1,0,0,0,1.7,985.856,7.401,77.12
100310188,1539.26,21.62,-17.89,105.56,270.75,13.5,0,1,0,0,0,1.711,997.305,7.291,81.159
100310189,1521.77,21.28,-17.78,104.35,280.8,14.85,0,1,0,0,0,1.836,1007.461,7.245,74.64
100310190,1498.29,20.41,-18.07,102.56,299.56,16.88,0.0475,0.9525,0,0,0,1.66,904.08,6.609,99.179
100310191,1476.51,19.8,-18.06,102.31,315.75,18.06,0.8475,0.1525,0,0,0,1.659,866.131,6.368,114.858
100310192,1453.16,19.17,-18.09,102.13,333.81,18.69,1,0,0,0,0,1.85,814.838,6.151,126.897
100310193,1430.87,18.7,-17.94,103.13,350.06,18.94,1,0,0,0,0,1.755,783.214,6.013,125.57
100310194,1406.66,18.69,-17.35,104.3,362.45,18.55,1,0,0,0,0,1.691,786.732,6.006,124.042
100310195,1381.16,18.2,-17.18,105.75,382.19,18.19,1,0,0,0,0,1.574,760.168,5.876,148.135
100310196,1360.99,18.94,-15.9,107.75,382.31,17.19,1,0,0,0,0,1.585,808.414,6.022,132.149
100310197,1353.29,19.76,-14.91,109.88,380,15.19,0.9975,0,0.0025,0,0,1.785,896.85,6.184,107.263
100310198,1364.02,19.88,-15.11,110.25,386.6,14.95,0.985,0,0,0.015,0,1.795,902.579,6.158,114.034
100310199,1378.88,19.9,-15.49,110.31,393.38,15.5,1,0,0,0,0,1.628,873.672,6.063,121.093
100310200,1396.74,20.68,-15.19,111,386.81,14.31,1,0,0,0,0,1.677,930.987,6.188,111.333
100310201,1415.6,21.76,-14.62,111.63,376.5,14,1,0,0,0,0,1.686,1079.903,6.644,72.546
100310202,1428.49,22.02,-14.76,111.69,380.19,14,0.92,0.0025,0.07,0.0075,0,1.533,1146.505,6.872,63.3
100310203,1443.48,22.46,-14.73,111.55,380.7,14,0.3475,0.0975,0.5525,0.0025,0,1.354,1105.792,6.976,55.28
100310204,1457.09,22.82,-14.74,111.31,380.88,14,0.4375,0.1625,0.39,0.01,0,1.213,1076.985,7.082,56.561
100310205,1467.16,23.14,-14.71,111,380.13,14,0.3925,0.1975,0.41,0,0,1.07,1022.497,7.166,56.595
100310206,1476.39,23.43,-14.66,111,378.63,14,0.135,0.3025,0.5625,0,0,1.389,1030.061,7.222,46.926
100310207,1485.03,23.48,-14.84,110.55,381.25,14,0,0.3175,0.6825,0,0,1.265,1019.957,7.26,58.888
100310208,1491.86,23.32,-15.19,110.75,388.13,14,0,0,1,0,0,0.814,1016.548,7.343,57.25
100310209,1496.11,23.19,-15.46,110,394.25,14.06,0,0,1,0,0,0.84,1000.621,7.255,55.185
100310210,1498.75,22.95,-15.78,110,401.44,14.63,0,0,0.9975,0.0025,0,0.917,962.178,7.125,72.006
100310211,1501.39,22.82,-15.96,109.75,407.31,14.75,0.1625,0,0.8375,0,0,1.066,963.778,6.942,74.906
100310212,1502.12,22.83,-16,108.4,410.55,14.9,0.7725,0,0.2175,0.005,0,1.236,960.459,6.601,76.509
100310213,1502.48,23.06,-15.75,106.31,410.13,15,0.485,0,0.4925,0.0225,0,1.052,991.487,6.84,65.507
100310214,1502.33,22.98,-15.84,104.75,414.94,15,0.525,0,0.4375,0.035,0,0.933,990.67,6.886,74.267
100310215,1502.35,22.81,-16.01,102.75,421.25,15,0.735,0,0.2275,0.0375,0,0.972,964.689,6.665,77.502
100310216,1501.71,22.56,-16.24,101,430.5,16.7,0.8925,0,0.095,0.0125,0,1.095,935.102,6.365,85.562
100310217,1501.43,22.11,-16.65,99.19,443.38,19.69,0.9925,0,0.0075,0,0,1.408,830.996,5.902,104.588
100310218,1500.44,21.81,-16.94,98.5,453.69,19.5,0.995,0,0.005,0,0,1.576,771.399,5.785,124.314
100310219,1500.03,21.61,-17.14,97.38,463.13,22.5,1,0,0,0,0,1.653,746.086,5.724,143.63
100310220,1499.84,21.72,-17.04,97,466.06,23.5,1,0,0,0,0,1.707,785.013,5.729,149.909
100310221,1498.91,21.55,-17.17,96.7,474.4,23.5,1,0,0,0,0,1.732,746.863,5.675,149.916
100310222,1496.63,22.19,-16.48,96.19,468.44,24,0.995,0,0.005,0,0,1.699,798.311,5.751,140.039
100310223,1494.63,22.34,-16.28,96.25,468.19,24.06,0.91,0,0.025,0.065,0,1.547,910.465,5.87,115.083
100310224,1495.89,21.75,-16.9,94.69,472.19,26.38,0.9975,0,0.0025,0,0,1.709,827.326,5.613,150.996
100310225,1496.62,21.96,-16.72,92.9,457.3,27.15,1,0,0,0,0,1.726,807.262,5.638,151.858
100310226,1495.49,20.26,-18.37,91.5,476.94,28.44,1,0,0,0,0,1.817,702.324,5.409,168.122
100310227,1489.89,21.67,-16.84,90.44,441.56,26.06,1,0,0,0,0,1.702,801.962,5.573,159.383
100310228,1482.67,22.81,-15.51,88.88,412.25,25,1,0,0,0,0,1.43,938.959,5.726,132.369
100310229,1473.78,23.12,-14.96,87.5,401.13,25,0.95,0,0.0325,0.0175,0,1.345,969.966,5.881,110.152
100310230,1460.35,23.54,-14.19,85.65,390.3,25,0.82,0,0.16,0.02,0,1.215,993.425,5.98,90.9
100310231,1451.72,23.88,-13.61,85,381.06,23.5,0.585,0,0.37,0.045,0,1.18,953.566,6.091,95.655
100310232,1453.24,23.9,-13.63,84,371.94,24.25,0.1475,0,0.85,0.0025,0,1.14,960.753,6.109,89.417
100310233,1457.09,23.91,-13.69,83.56,362.44,23.81,0.345,0,0.655,0,0,1.104,904.943,6.178,93.844
100310234,1462.54,23.9,-13.85,82.95,353.25,23.05,0.0325,0,0.955,0.0125,0,1.006,946.115,6.301,93.094
100310235,1466.3,23.92,-13.91,82.06,346.94,23,0.1125,0.0025,0.885,0,0,0.982,967.202,6.349,96.022
100310236,1467.99,23.91,-13.96,81.69,345.94,23.31,0.5125,0.01,0.4775,0,0,1.038,982.13,6.374,97.793
100310237,1471.21,23.9,-14.08,80.13,347.81,24.75,0.18,0,0.82,0,0,0.992,970.677,6.312,96.804
100310238,1471.74,23.84,-14.14,79.06,350,25.38,0,0,0.975,0.02,0,0.981,876.323,6.293,125.531
100310239,1472.42,23.84,-14.19,76.95,350.85,27.9,0.4475,0,0.5525,0,0,0.988,845.998,6.283,148.052
100310240,1471.13,23.78,-14.23,74.94,351.75,29.81,0.88,0,0.12,0,0,0.957,823.398,6.183,148.976
100310241,1465.98,23.64,-14.24,72.94,353.56,32.44,0.94,0,0.06,0,0,1.05,886.436,6.094,120.175
100310242,1457.93,23.32,-14.3,70.5,356.94,36.06,0.95,0,0.05,0,0,1.075,928.022,5.928,99.91
100310243,1445.51,23.31,-13.98,68.11,355.61,38.5,0.909574,0,0.079787,0.007979,0,1.171,913.518,5.874,109.634
100320049,1234.68,25,-6.9,33.75,108.08,52.5,0,1,0,0,0,1.699,1170.246,7.87,35.359
100320050,1246.17,25.99,-6.22,33.55,98.05,49.1,0,0.995,0,0.005,0,1.522,1059.454,8.124,31.824
100320051,1264.24,26.33,-6.34,35.19,98.63,44.19,0,1,0,0,0,1.145,1145.347,8.046,28.07
100320052,1286.94,26.28,-6.98,37.56,101.94,40.06,0,0.9975,0,0.0025,0,1.224,1091.319,8.152,26.622
100320053,1311.65,26.16,-7.74,41.19,106,36.13,0,0.895,0,0.105,0,1.482,1037.425,8.134,31.509
100320054,1319.4,25.29,-8.79,46.38,116.63,33.44,0.135,0.7975,0.0025,0.065,0,1.66,1055.237,7.761,50.92
100320055,1262.92,21.64,-10.97,56.8,152.35,31.85,0.6125,0.38,0,0.0075,0,1.784,1010.342,7.038,94.356
100320056,1205.94,19.09,-12.03,63.88,172.13,29.81,0.495,0.505,0,0,0,1.82,959.112,6.821,116.662
100320057,1165.87,17.68,-12.39,67.25,178.56,28.06,0,1,0,0,0,1.877,977.318,6.956,105.574
100320058,1137.1,17.03,-12.28,69.44,176.63,26.06,0,1,0,0,0,1.996,1053.901,7.316,81.503
100320059,1163.65,20.11,-9.9,68.6,133.9,20.85,0.0525,0.9475,0,0,0,2.394,1179.477,7.806,51.616
100320060,1131.53,20.18,-9.01,71.5,120.44,18.06,0,0.995,0,0.005,0,2.348,1203.074,8.059,40.764
100320061,1099.21,19.25,-9.08,73,121.31,17.44,0,0.97,0.0025,0.0275,0,2.114,1172.763,7.928,45.239
100320062,1095.81,18.61,-9.64,71,124.25,18.19,0,0.99,0,0.01,0,2.009,1120.044,7.724,65.394
100320063,1095.14,17.68,-10.54,68.44,131.63,20,0,0.985,0,0.015,0,1.874,1066.799,7.267,81.566
100320064,1150.64,20.2,-9.5,61.5,102.3,18.15,0,0.9975,0,0.0025,0,1.811,1161.918,7.422,54.236
100320065,1236.99,23.1,-8.82,51.31,76.44,16.63,0,1,0,0,0,1.866,1216.831,7.856,37.687
100320066,1298.23,24.93,-8.57,45.25,63.63,15.44,0,1,0,0,0,1.832,1184.661,8.122,30.02
100320067,1332.16,25.82,-8.56,42.31,57.25,15.19,0,0.555,0,0,0.0025,2.1,1137.979,8.026,44.735
100320068,1343.66,25.73,-8.93,40.95,56.9,15.95,0,0.9625,0,0.03,0,2.322,1064.978,8.193,34.149
100320069,1353.89,25.52,-9.37,36.06,59.38,20.63,0,0.9825,0,0,0,2.273,1018.378,8.177,37.419
100320070,1362.98,25.34,-9.79,32.75,61.75,24.38,0,0.9775,0,0.0225,0,2.424,1001.701,8.182,39.307
100320071,1366.43,24.93,-10.31,31.88,63.5,26.44,0,1,0,0,0,2.284,1047.308,8.17,45.511
100320072,1363.28,24.24,-10.93,33.31,66.69,26.25,0,0.99,0,0.01,0,2.097,1105.055,8.011,56.042
100320073,1341.51,22.9,-11.77,37.95,71.25,24.8,0,1,0,0,0,1.999,1059.34,7.943,53.864
100320074,1341.67,22.47,-12.23,40.63,70.5,22.44,0.0075,0.9925,0,0,0,1.902,961.41,7.649,78.751
100320075,1242.32,19.01,-13.18,58.88,82.44,14.88,0.025,0.975,0,0,0,2.083,914.604,6.856,126.913
100320076,1198.85,17.33,-13.79,69.31,89.5,11.31,0.055,0.945,0,0,0,2.135,813.543,6.301,163.641
100320077,1154.7,15.2,-14.75,77.25,102.7,9.9,0.0525,0.9475,0,0,0,2.34,809.159,5.986,169.489
100320078,1139.29,14.17,-15.41,81.63,111.75,9.06,0.01,0.99,0,0,0,2.41,812.195,6.094,176.438
100320079,1134.35,13.64,-15.81,83.64,117.91,8.73,0,1,0,0,0,2.619,830.871,6.266,171.785
100320175,1428.28,22.26,-14.26,109.63,176.5,8,0,1,0,0,0,2.077,1175.379,7.843,45.505
100320176,1447.3,22.33,-14.71,114.3,191.5,7.5,0,1,0,0,0,2.087,1189.934,7.923,40.328
100320177,1468.65,22.67,-14.96,120.88,207.75,4.5,0,1,0,0,0,2.179,1175.379,8.028,35.394
100320178,1488.52,22.97,-15.19,124.06,218.75,4,0,0.985,0,0.015,0,2.106,1165.402,8.078,37.836
100320179,1514.43,23.01,-15.81,123.44,222.94,4.63,0,0.6525,0,0,0,1.798,1136.587,7.968,77.69
100320180,1537.34,22.83,-16.59,119.35,227.75,7.1,0,0.805,0,0,0,2.34,1227.732,7.996,75.664
100320181,1553.8,22.78,-17.01,116.94,229.13,9,0,1,0,0,0,2.125,1169.413,7.908,61.686
100320182,1562.51,22.74,-17.28,116.06,230.25,9,0,0.9975,0,0.0025,0,2.162,1169.259,8.048,60.707
100320183,1564.91,22.51,-17.59,115.13,234.69,9.31,0,1,0,0,0,2.27,1087.69,8.004,50.037
100320184,1561.71,21.93,-18.1,111.81,243.56,10.25,0,1,0,0,0,1.943,1075.679,7.821,59.268
100320185,1558.66,21.88,-18.09,110.2,247.9,11.9,0,1,0,0,0,1.89,1055.593,7.602,65.801
100320186,1550.43,21.7,-18.08,108.81,254.88,12,0,1,0,0,0,1.839,986.394,7.495,79.827
100320187,1539.76,21.16,-18.35,105.56,267.63,13.56,0,1,0,0,0,1.574,1002.135,7.125,80.812
100320188,1529.36,21.15,-18.09,104.38,273.63,15.19,0,1,0,0,0,1.565,1000.917,7.091,89.106
100320189,1513.73,21.11,-17.76,103.35,281.4,15.65,0,0.995,0,0.005,0,1.897,1002.077,7.217,74.981
100320190,1491.78,20.43,-17.85,102.06,298.5,17,0.1025,0.8975,0,0,0,1.808,918.83,6.687,99.455
100320191,1470.59,19.83,-17.88,101.81,315,17.94,0.8975,0.1025,0,0,0,1.849,866.899,6.372,113.119
100320192,1447.09,19.07,-18.04,101.69,336,19.38,1,0,0,0,0,1.834,778.768,6.096,130.132
100320193,1424.88,18.38,-18.14,102.25,356.44,19.94,1,0,0,0,0,1.696,737.759,5.829,140.592
100320194,1399.9,17.69,-18.16,102.8,379,20.4,1,0,0,0,0,1.611,714.808,5.774,173.62
100320195,1378.48,18.42,-16.89,105.38,380.13,18.06,1,0,0,0,0,1.72,800.446,5.951,141.114
100320196,1363.08,18.39,-16.54,106.31,391.75,18.19,1,0,0,0,0,1.672,773.201,5.954,157.628
100320197,1355.37,19.94,-14.78,109.38,377.81,15.13,1,0,0,0,0,1.81,885.706,6.158,110.496
100320198,1364.62,20.68,-14.32,110.55,374.9,14.1,1,0,0,0,0,1.84,951.113,6.317,93.466
100320199,1374.53,20.46,-14.83,110.56,385.44,14.06,0.9925,0.0025,0.0025,0.0025,0,1.69,921.177,6.18,110.054
100320200,1390.8,21.18,-14.56,111,379.63,14.06,1,0,0,0,0,1.79,1016.315,6.47,91.988
100320201,1406.46,21.81,-14.37,111,375.81,14,1,0,0,0,0,1.809,1076.554,6.609,81.622
100320202,1422.57,22.58,-14.03,111.5,370.5,14,0.87,0.05,0.08,0,0,1.525,1167.995,6.889,57.233
100320203,1434.82,22.68,-14.27,111,376.05,14,0.2375,0.39,0.37,0.0025,0,1.46,1161.243,6.984,58.39
100320204,1447.81,23.13,-14.18,111,374.69,14,0.0875,0.565,0.345,0.0025,0,1.259,1116.938,7.121,51.692
100320205,1458.16,23.54,-14.09,110.88,372,13.5,0.0625,0.46,0.4675,0,0,1.096,998.342,7.26,60.004
100320206,1467.1,23.66,-14.19,111,373.81,13,0,0.35,0.6425,0.0075,0,1.203,1010.322,7.387,56.194
100320207,1475.98,23.63,-14.5,110.4,378.55,13.65,0,0.2925,0.6725,0.035,0,1.256,1058.868,7.438,45.358
100320208,1483.2,23.48,-14.83,110.38,384.94,13.81,0,0,1,0,0,0.779,1022.896,7.467,59.731
100320209,1488.74,23.34,-15.11,110.13,390.69,14,0,0.01,0.9825,0.0075,0,0.736,1008.663,7.408,57.667
100320210,1493.51,23.24,-15.34,110,396.31,14,0,0.1225,0.8775,0,0,0.814,984.752,7.298,63.435
100320211,1496.76,23.31,-15.38,110.13,399,14,0.0075,0.0175,0.975,0,0,0.812,1006.637,7.215,62.176
100320212,1499.06,23.36,-15.4,109.25,402.4,14,0.235,0.0525,0.65,0.0625,0,0.874,1012.478,7.095,61.149
100320213,1499.48,23.19,-15.55,106.56,408.88,14.44,0.26,0,0.7075,0.0325,0,0.894,998.082,7.091,71.085
100320214,1499.68,22.99,-15.77,104.63,415.06,15,0.745,0,0.255,0,0,1.066,962.126,6.782,87.574
100320215,1501.39,23.04,-15.77,102.69,417.75,15,0.9125,0,0.085,0.0025,0,1.053,938.355,6.661,85.31
100320216,1501.47,22.85,-15.95,100.95,425.6,15.8,0.8725,0,0.125,0.0025,0,1.033,950.501,6.458,94.714
100320217,1500.83,22.59,-16.21,99.31,435.69,18.63,0.925,0,0.0725,0.0025,0,1.129,927.329,6.223,96.264
100320218,1499.43,22.21,-16.54,98.38,447.44,19.75,0.9975,0,0.0025,0,0,1.467,850.168,5.868,116.371
100320219,1497.93,21.84,-16.88,97.56,459.06,20.63,1,0,0,0,0,1.709,747.772,5.716,145.607
100320220,1497.4,22.16,-16.55,97.06,458.5,22.75,0.99,0,0.005,0.005,0,1.687,814.493,5.779,132.816
100320221,1495.31,21.69,-16.96,96.85,472.45,23.3,0.9975,0,0.0025,0,0,1.799,746.573,5.617,152.097
100320222,1493.19,22.16,-16.44,96.25,469.63,24,0.9725,0,0,0.0275,0,1.713,809.22,5.673,143.89
100320223,1489.12,22.33,-16.17,96.38,469.63,24.25,0.9025,0.0025,0.01,0.085,0,1.599,865.569,5.841,137.4
100320224,1488.73,22.24,-16.23,95.44,465.25,24.56,0.965,0.0025,0.0025,0.03,0,1.709,795.826,5.677,159.283
100320225,1488.75,21.86,-16.62,92.95,459.45,26.9,0.9925,0,0.0025,0.005,0,1.703,829.008,5.637,156.267
100320226,1486.76,20.74,-17.68,91.5,467.94,27.63,1,0,0,0,0,1.842,743.856,5.434,162.714
100320227,1481.19,21.74,-16.53,90.5,439.75,25.75,0.9975,0,0.0025,0,0,1.909,778.692,5.535,154.302
100320228,1473.46,22.87,-15.21,88.56,409.38,25,1,0,0,0,0,1.581,931.944,5.75,135.687
100320229,1464.88,23.34,-14.51,87.38,394.19,25,0.955,0.0025,0.03,0.0125,0,1.441,964.541,5.906,118.173
100320230,1453.48,23.8,-13.74,85.6,381.05,25,0.6,0,0.365,0.035,0,1.154,994.958,6.096,87.859
100320231,1445.46,23.95,-13.38,84.63,373.75,24.88,0.4025,0.005,0.5925,0,0,1.068,977.129,6.154,92.459
100320232,1444,23.99,-13.3,84,366.38,24.13,0.4675,0,0.5325,0,0,1.034,973.443,6.253,92.101
100320233,1446.07,24,-13.33,83.88,357.75,23.13,0.5,0,0.5,0,0,1.05,967.38,6.224,92.418
100320234,1449.46,23.99,-13.42,82.85,347.75,23,0.145,0.0675,0.7875,0,0,1.021,962.16,6.324,98.186
100320235,1452.57,23.99,-13.52,81.88,339.38,23,0.3725,0.0125,0.5475,0.0675,0,0.989,982.228,6.423,97.453
100320236,1454.66,23.94,-13.64,81.44,339.56,22.75,0.4875,0,0.4975,0.015,0,0.822,967.83,6.399,102.608
100320237,1457.58,23.89,-13.74,80.69,342.81,22.94,0.3525,0.015,0.6325,0,0,0.819,965.189,6.42,106.842
100320238,1459.76,23.93,-13.74,79.25,343.63,24.06,0.125,0,0.875,0,0,0.744,930.424,6.431,111.118
100320239,1462.18,23.91,-13.84,77.05,345.15,27,0.27,0,0.73,0,0,0.808,894.074,6.327,119.757
100320240,1461.46,23.81,-13.94,74.56,347.06,29.56,0.73,0,0.2675,0,0,0.965,841.354,6.129,129.225
